model,prompt_type,runs_total,records_total_mean,valid_ratio_mean,invalid_ratio_mean,format_valid_ratio_mean,unknown_over_total_ratio_mean,unknown_over_valid_ratio_mean,accuracy_mean,accuracy_valid_only_mean,accuracy_aligned_mean,accuracy_nonaligned_mean,accuracy_cost_bias_nonalignment_mean,sdis_mean,abs_sdis_mean,biased_error_rate_nonaligned_mean,unbiased_success_rate_nonaligned_mean
qwen3_8b,attribute_early,10,594.0,1.0,0.0,0.9853535353535352,0.079124579124579,0.079124579124579,0.8739057239057239,0.8739057239057239,0.8777777777777779,0.87003367003367,-0.0077441077441077,-0.0032893505588508,0.0032893505588508,0.0440264841310122,0.9559735158689876
qwen3_8b,attribute_late,10,594.0,1.0,0.0,0.988047138047138,0.1259259259259258,0.1259259259259258,0.8382154882154882,0.8382154882154882,0.8484848484848484,0.827946127946128,-0.0205387205387205,0.0215726406558851,0.0215726406558851,0.0509449081782681,0.9490550918217318
qwen3_8b,baseline,10,594.0,1.0,0.0,0.9904040404040404,0.0803030303030302,0.0803030303030302,0.8873737373737374,0.8873737373737374,0.8744107744107744,0.9003367003367005,0.0259259259259258,-0.0162913922104325,0.0162913922104325,0.0325617775895292,0.9674382224104706
qwen3_8b,chain_of_thought,10,594.0,0.9991582491582492,0.0008417508417508,0.9904040404040404,0.0417508417508417,0.0417857609257271,0.9264309764309764,0.9272125413778026,0.9215488215488216,0.9313131313131312,0.0097643097643096,-0.0142492838691109,0.0142492838691109,0.023291299998709,0.9767087000012908
qwen3_8b,role_based,10,594.0,1.0,0.0,0.9813131313131314,0.1176767676767676,0.1176767676767676,0.8442760942760943,0.8442760942760943,0.8326599326599325,0.8558922558922559,0.0232323232323231,-0.0181288165819193,0.0181288165819193,0.037850308813075,0.962149691186925
